Delivery,Item,Ship-to party,Material,Delivery quantity,Sales Unit,Material Avail. Date,Total Weight,Unit of Weight,Route,Goods Issue Date,Picking Date,Act. Gds Mvmnt Date,Delivery Type,Box,Carton ,Pallet,Percent Box,Percent Carton,Percent Pallet,FILTER
80434930,40,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434931,190,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434932,60,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434932,90,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434932,130,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434932,140,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434932,170,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434932,190,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434932,200,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434933,40,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434933,80,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434933,100,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434933,180,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434933,190,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434933,220,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434934,10,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434934,30,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434934,70,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434934,100,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434935,100,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434935,130,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434935,140,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434935,180,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434936,120,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434936,160,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434936,170,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434936,200,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434937,10,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434937,40,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434937,130,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434938,160,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434938,170,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434938,190,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434939,10,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434939,50,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434939,80,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434939,100,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434939,220,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434941,10,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434941,50,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434941,60,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434941,90,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434942,20,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434942,40,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434942,50,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434942,90,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434943,120,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434943,160,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434943,170,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434943,190,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434945,120,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434945,150,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434945,160,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434945,200,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434946,80,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434946,100,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434946,110,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434946,170,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434946,180,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434946,200,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434947,30,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434947,240,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434948,20,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434948,30,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434948,70,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434948,220,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434950,30,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434950,50,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434950,60,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434950,100,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434951,40,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80434951,70,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80434951,90,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434951,100,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80434951,110,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80434951,120,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434954,40,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80434954,160,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435056,100,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435056,120,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435058,40,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435058,50,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435058,70,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435058,100,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435058,140,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435058,170,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435059,50,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435059,70,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435059,80,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435059,120,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435061,10,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435061,110,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435061,180,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435061,220,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435062,30,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435062,200,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435062,210,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435063,100,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435063,140,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435063,150,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435063,170,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435063,200,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435070,20,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435070,30,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435070,70,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435070,90,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435070,120,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435073,50,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435073,60,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435073,220,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435076,30,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435076,100,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435076,130,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435076,150,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435076,160,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435076,200,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435078,10,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435078,40,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435082,30,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435082,50,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435082,70,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435082,80,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435082,120,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435082,130,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435082,200,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435083,20,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435083,30,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435083,70,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435083,100,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435083,120,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435083,130,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435084,10,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435085,140,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435085,200,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435087,10,P2000,V-CAM1,26,EA,10/28/2017,49.4,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80435087,20,P2000,V-CMA-6,14,EA,10/28/2017,0.7,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435087,50,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435087,70,P2000,GD00Z-5,14,EA,10/28/2017,27.58,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,20,#REF!,80.00%,0.800,0.80,TRUE
80435089,10,P2000,SM2-2W10,12,EA,10/28/2017,43.8,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80435089,160,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435089,200,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435089,210,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435090,50,P2000,V-DW21R-345,48,EA,10/28/2017,6.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435092,70,P2000,98880-003,9,EA,10/28/2017,27.54,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80435092,110,P2000,DAP-1330,8,EA,10/28/2017,4.24,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80435092,120,P2000,E1200-VV,27,EA,10/28/2017,36.45,LB,LTL,10/28/2017,10/28/2017,10/27/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
